gps_tow(sec), total_sv, prn, pseudorange(m), snr(dB-Hz), el(deg), az(deg), err_tropo(m), err_iono(m), sat_clk_err(m), sat_pos_x(m), sat_pos_y(m), sat_pos_z(m)
310877,15, 17, 24677441.4330,25.00,21.26,269.70, 6.55, 3.17, -38026.74, 14470609.2728, 21748840.0166,  5567661.1811
310877,15, 22, 24060391.5080,25.00,26.50,120.06, 5.34, 2.84, -82649.80,-24228217.5543, 10330648.2306, -3248158.3074
310877,15, 28, 23890130.4840,19.00,31.79,327.92, 4.53, 2.56, 205261.28,  5096068.8879, 14193999.1356, 22493071.8941
310877,15, 30, 21728811.0800,25.00,58.45,284.25, 2.81, 1.71,  32302.33,   909292.2855, 23780908.5074, 11639292.2928
310877,15, 88, 38250872.0820,35.00,47.05,236.43, 3.26, 1.96, -57973.68,  4358313.6472, 41950851.3343,  -224151.9081
310877,15, 89, 37270973.3410,33.00,65.09,190.11, 2.64, 1.61, -54031.98,-14796854.8073, 39486132.6255,   989158.4099
310877,15, 93, 36819608.0850,33.00,74.44,103.52, 2.48, 1.54, -88310.43,-24372366.1185, 31452804.7668, 13435046.9860
310877,15, 94, 36936123.2760,21.00,77.04,299.92, 2.45, 1.52,  44299.31, -8720315.2758, 36521290.6969, 19489903.1662
310877,15, 96, 36854293.8660,29.00,73.54,343.34, 2.49, 1.54,   5079.83,-11306230.2221, 32290669.6577, 24529213.7420
310877,15, 99, 37685951.8910,38.00,58.55,243.69, 2.80, 1.70, -53423.23,    50528.4406, 41799773.3541,  6446628.6194
310878,14,  1, 21036957.4290,38.00,76.94, 70.49, 2.46, 1.52,  -7895.70,-13521515.8799, 19639417.7135, 11254797.4198
310878,14,  7, 21268719.0060,39.00,64.88,224.17, 2.65, 1.62,  73034.39, -4887679.7473, 25625924.6127,  3677795.4316
310878,14,  8, 24192521.3800,30.00,25.65, 43.70, 5.51, 2.89, -26851.68,-17088697.3313,  2691571.9534, 20249262.9708
310878,14, 11, 21428136.2030,31.00,66.04, 19.28, 2.62, 1.60,-220437.20,-10722142.8042, 17226062.6155, 16648073.9470
310878,14, 17, 24677268.7280,25.00,21.27,269.71, 6.56, 3.17, -38026.73, 14470030.0498, 21748481.4150,  5570770.4347
310878,14, 22, 24060174.9680,25.00,26.51,120.05, 5.35, 2.84, -82649.80,-24228758.7081, 10330411.2111, -3245101.8062
310878,14, 28, 23889800.3080,19.00,31.79,327.93, 4.54, 2.56, 205261.28,  5093414.3134, 14194474.5386, 22493385.8574
310878,14, 30, 21728752.1860,25.00,58.45,284.23, 2.81, 1.71,  32302.33,   908546.5752, 23782226.1240, 11636642.8596
310878,14, 88, 38250939.3700,34.00,47.05,236.43, 3.27, 1.96, -57973.68,  4358316.7196, 41950852.0510,  -224067.8651
310878,14, 89, 37271044.7820,32.00,65.09,190.11, 2.64, 1.61, -54031.96,-14796853.8420, 39486134.3109,   989200.2551
310878,14, 93, 36819660.4180,30.00,74.44,103.54, 2.49, 1.54, -88310.44,-24372085.8272, 31453968.8538, 13432788.6669
310878,14, 94, 36936259.4400,21.00,77.03,299.93, 2.46, 1.52,  44299.32, -8719163.3627, 36520398.9350, 19492088.3332
310878,14, 96, 36854268.8940,28.00,73.54,343.34, 2.50, 1.54,   5079.83,-11306424.5957, 32291864.5345, 24527526.1373
310878,14, 99, 37686002.1120,35.00,58.55,243.69, 2.81, 1.70, -53423.24,    51834.0603, 41799386.5691,  6449121.3268
310879,14,  1, 21037109.8390,36.00,76.94, 70.46, 2.46, 1.52,  -7895.70,-13521353.7585, 19637947.9737, 11257551.4731
310879,14,  7, 21268983.0270,37.00,64.87,224.16, 2.65, 1.62,  73034.39, -4888111.3979, 25626264.2413,  3674639.3303
310879,14,  8, 24192963.1680,28.00,25.64, 43.71, 5.52, 2.89, -26851.68,-17090447.9725,  2689712.5329, 20248042.0613
310879,14, 11, 21428441.6160,31.00,66.04, 19.28, 2.63, 1.60,-220437.20,-10722742.5739, 17223890.4101, 16649861.7606
310879,14, 17, 24677096.4940,23.00,21.27,269.71, 6.57, 3.17, -38026.73, 14469450.5487, 21748122.5585,  5573879.5718
310879,14, 22, 24059953.4370,23.00,26.51,120.04, 5.35, 2.84, -82649.81,-24229299.5090, 10330174.1046, -3242045.2350
310879,14, 28, 23889467.8120,18.00,31.80,327.93, 4.54, 2.56, 205261.28,  5090759.7323, 14194950.1196, 22493699.3694
310879,14, 30, 21728694.4430,24.00,58.45,284.22, 2.81, 1.71,  32302.33,   907801.0423, 23783543.4658, 11633993.1768
310879,14, 88, 38251006.4140,34.00,47.05,236.43, 3.28, 1.96, -57973.69,  4358319.7922, 41950852.7674,  -223983.8210
310879,14, 89, 37271116.2400,32.00,65.09,190.11, 2.64, 1.61, -54031.93,-14796852.8765, 39486135.9964,   989242.0950
310879,14, 93, 36819712.0010,31.00,74.44,103.55, 2.49, 1.54, -88310.44,-24371805.3650, 31455132.8977, 13430530.2751
310879,14, 94, 36936396.1630,21.00,77.03,299.94, 2.46, 1.52,  44299.33, -8718011.5800, 36519507.0070, 19494273.3976
310879,14, 96, 36854245.4940,28.00,73.54,343.33, 2.50, 1.54,   5079.82,-11306618.7954, 32293059.4389, 24525838.4011
310879,14, 99, 37686052.7530,36.00,58.55,243.70, 2.81, 1.70, -53423.25,    53139.6239, 41798999.5959,  6451613.9997
310880,14,  1, 21037262.7550,40.00,76.93, 70.42, 2.46, 1.52,  -7895.70,-13521191.6293, 19636477.8877, 11260305.2815
310880,14,  7, 21269247.2760,40.00,64.87,224.14, 2.65, 1.62,  73034.38, -4888542.9191, 25626603.5105,  3671483.1482
310880,14,  8, 24193427.6920,26.00,25.64, 43.72, 5.51, 2.90, -26851.68,-17092198.6147,  2687853.3260, 20246820.7249
310880,14, 11, 21428745.2500,34.00,66.03, 19.29, 2.62, 1.60,-220437.20,-10723342.4816, 17221718.0033, 16651649.2074
310880,14, 17, 24676923.3880,23.00,21.27,269.72, 6.56, 3.17, -38026.73, 14468870.7689, 21747763.4474,  5576988.5930
310880,14, 22, 24059736.9670,21.00,26.51,120.04, 5.35, 2.84, -82649.81,-24229839.9561, 10329936.9121, -3238988.5954
310880,14, 28, 23889136.7290,17.00,31.80,327.94, 4.54, 2.56, 205261.28,  5088105.1463, 14195425.8782, 22494012.4298
310880,14, 30, 21728640.6090,25.00,58.45,284.20, 2.81, 1.71,  32302.32,   907055.6875, 23784860.5327, 11631343.2452
310880,14, 88, 38251072.8300,31.00,47.05,236.43, 3.27, 1.96, -57973.70,  4358322.8649, 41950853.4836,  -223899.7756
310880,14, 89, 37271187.1760,32.00,65.09,190.11, 2.64, 1.61, -54031.91,-14796851.9108, 39486137.6820,   989283.9297
310880,14, 93, 36819762.7460,31.00,74.44,103.57, 2.49, 1.54, -88310.45,-24371524.7311, 31456296.8989, 13428271.8115
310880,14, 94, 36936531.6460,25.00,77.03,299.96, 2.46, 1.52,  44299.33, -8716859.9280, 36518614.9130, 19496458.3594
310880,14, 96, 36854221.1680,26.00,73.55,343.33, 2.50, 1.54,   5079.81,-11306812.8200, 32294254.3708, 24524150.5343
310880,14, 99, 37686102.6610,37.00,58.55,243.71, 2.81, 1.70, -53423.25,    54445.1311, 41798612.4343,  6454106.6386
310881,15,  1, 21037416.0030,33.00,76.93, 70.39, 2.46, 1.52,  -7895.70,-13521029.4925, 19635007.4555, 11263058.8450
310881,15,  7, 21269511.2800,34.00,64.86,224.12, 2.65, 1.62,  73034.38, -4888974.3096, 25626942.4203,  3668326.8867
310881,15,  8, 24193885.3420,25.00,25.63, 43.72, 5.52, 2.90, -26851.68,-17093949.2587,  2685994.3313, 20245598.9609
310881,15, 11, 21429052.3740,30.00,66.02, 19.29, 2.62, 1.60,-220437.20,-10723942.5267, 17219545.3960, 16653436.2871
310881,15, 16, 26985626.6330,10.00,-0.35,114.82,-10715.19, 5.03,   9934.34,-25655407.1786,  -659424.2473, -7783271.9260
310881,15, 17, 24676750.0900,20.00,21.28,269.73, 6.56, 3.17, -38026.73, 14468290.7116, 21747404.0813,  5580097.4967
310881,15, 22, 24059520.7420,19.00,26.52,120.03, 5.35, 2.84, -82649.81,-24230380.0500, 10329699.6329, -3235931.8867
310881,15, 28, 23888801.8590,16.00,31.81,327.94, 4.54, 2.56, 205261.29,  5085450.5538, 14195901.8149, 22494325.0390
310881,15, 30, 21728584.9430,26.00,58.46,284.19, 2.81, 1.71,  32302.32,   906310.5095, 23786177.3251, 11628693.0636
310881,15, 88, 38251138.5650,31.00,47.05,236.43, 3.27, 1.96, -57973.71,  4358325.9377, 41950854.1995,  -223815.7290
310881,15, 89, 37271257.5170,32.00,65.09,190.11, 2.64, 1.61, -54031.89,-14796850.9450, 39486139.3676,   989325.7592
310881,15, 93, 36819815.9350,30.00,74.44,103.58, 2.49, 1.54, -88310.45,-24371243.9258, 31457460.8572, 13426013.2756
310881,15, 94, 36936669.3980,25.00,77.03,299.97, 2.46, 1.52,  44299.34, -8715708.4066, 36517722.6530, 19498643.2185
310881,15, 96, 36854196.8250,25.00,73.55,343.32, 2.50, 1.54,   5079.80,-11307006.6700, 32295449.3301, 24522462.5364
310881,15, 99, 37686151.8700,35.00,58.55,243.72, 2.81, 1.70, -53423.26,    55750.5813, 41798225.0843,  6456599.2441
310882,14,  1, 21037569.4250,33.00,76.92, 70.35, 2.46, 1.52,  -7895.71,-13520867.3480, 19633536.6770, 11265812.1636
310882,14,  7, 21269775.0930,34.00,64.85,224.11, 2.65, 1.62,  73034.38, -4889405.5702, 25627280.9705,  3665170.5453
310882,14,  8, 24194344.4050,22.00,25.63, 43.73, 5.51, 2.90, -26851.68,-17095699.9038,  2684135.5503, 20244376.7700
310882,14, 11, 21429360.0560,28.00,66.01, 19.29, 2.62, 1.60,-220437.20,-10724542.7090, 17217372.5888, 16655222.9992
310882,14, 17, 24676578.4320,18.00,21.28,269.74, 6.56, 3.17, -38026.73, 14467710.3755, 21747044.4608,  5583206.2845
310882,14, 22, 24059306.3830,18.00,26.52,120.02, 5.34, 2.84, -82649.82,-24230919.7904, 10329462.2671, -3232875.1090
310882,14, 28, 23888465.9070,13.00,31.81,327.95, 4.53, 2.56, 205261.29,  5082795.9557, 14196377.9293, 22494637.1966
310882,14, 30, 21728525.8910,32.00,58.46,284.17, 2.81, 1.71,  32302.32,   905565.5089, 23787493.8428, 11626042.6326
310882,14, 88, 38251204.0030,29.00,47.05,236.43, 3.27, 1.96, -57973.72,  4358329.0106, 41950854.9151,  -223731.6813
310882,14, 89, 37271326.1320,29.00,65.09,190.11, 2.64, 1.61, -54031.87,-14796849.9790, 39486141.0534,   989367.5834
310882,14, 93, 36819865.9990,23.00,74.44,103.60, 2.49, 1.54, -88310.45,-24370962.9498, 31458624.7723, 13423754.6670
310882,14, 94, 36936805.6500,24.00,77.02,299.98, 2.46, 1.52,  44299.35, -8714557.0161, 36516830.2266, 19500827.9754
310882,14, 96, 36854171.8540,23.00,73.55,343.32, 2.50, 1.54,   5079.79,-11307200.3461, 32296644.3169, 24520774.4071
310882,14, 99, 37686199.7010,31.00,58.55,243.73, 2.81, 1.70, -53423.27,    57055.9755, 41797837.5460,  6459091.8150
310883,14,  1, 21037722.5860,33.00,76.92, 70.32, 2.46, 1.52,  -7895.71,-13520705.1960, 19632065.5524, 11268565.2371
310883,14,  7, 21270039.0270,33.00,64.85,224.09, 2.64, 1.62,  73034.38, -4889836.7009, 25627619.1613,  3662014.1239
310883,14,  8, 24194802.1760,18.00,25.63, 43.74, 5.51, 2.90, -26851.68,-17097450.5505,  2682276.9815, 20243154.1517
310883,14, 11, 21429664.1440,27.00,66.00, 19.30, 2.62, 1.60,-220437.20,-10725143.0291, 17215199.5805, 16657009.3445
310883,14, 17, 24676406.1110,16.00,21.28,269.74, 6.55, 3.17, -38026.73, 14467129.7618, 21746684.5854,  5586314.9546
310883,14, 22, 24059092.7750,17.00,26.53,120.01, 5.34, 2.84, -82649.82,-24231459.1776, 10329224.8147, -3229818.2623
310883,14, 28, 23888130.5490,10.00,31.82,327.95, 4.53, 2.56, 205261.29,  5080141.3521, 14196854.2215, 22494948.9029
310883,14, 30, 21728468.1480,35.00,58.46,284.16, 2.81, 1.71,  32302.32,   904820.6858, 23788810.0856, 11623391.9524
310883,14, 88, 38251269.5630,29.00,47.05,236.43, 3.27, 1.96, -57973.72,  4358332.0836, 41950855.6305,  -223647.6324
310883,14, 89, 37271396.9620,28.00,65.09,190.11, 2.64, 1.61, -54031.85,-14796849.0129, 39486142.7392,   989409.4023
310883,14, 93, 36819915.8200,25.00,74.44,103.61, 2.49, 1.54, -88310.46,-24370681.8020, 31459788.6446, 13421495.9866
310883,14, 94, 36936941.9010,23.00,77.02,299.99, 2.46, 1.52,  44299.36, -8713405.7559, 36515937.6346, 19503012.6292
310883,14, 96, 36854146.7080,21.00,73.56,343.31, 2.50, 1.54,   5079.79,-11307393.8470, 32297839.3311, 24519086.1472
310883,14, 99, 37686250.5160,31.00,58.55,243.74, 2.81, 1.70, -53423.27,    58361.3131, 41797449.8194,  6461584.3518
310884,15,  1, 21037875.7470,32.00,76.91, 70.28, 2.46, 1.52,  -7895.71,-13520543.0364, 19630594.0816, 11271318.0656
310884,15,  7, 21270299.7860,32.00,64.84,224.08, 2.65, 1.62,  73034.37, -4890267.7022, 25627956.9926,  3658857.6219
310884,15,  8, 24195260.0180,17.00,25.62, 43.74, 5.52, 2.90, -26851.68,-17099201.1986,  2680418.6257, 20241931.1062
310884,15, 11, 21429974.8100,26.00,66.00, 19.30, 2.62, 1.60,-220437.20,-10725743.4868, 17213026.3718, 16658795.3225
310884,15, 17, 24676231.5390,16.00,21.29,269.75, 6.55, 3.17, -38026.73, 14466548.8698, 21746324.4555,  5589423.5079
310884,15, 22, 24058869.6220,29.00,26.53,120.01, 5.34, 2.84, -82649.83,-24231998.2115, 10328987.2755, -3226761.3467
310884,15, 28, 23887794.7720,11.00,31.82,327.96, 4.53, 2.56, 205261.30,  5077486.7440, 14197330.6913, 22495260.1576
310884,15, 30, 21728405.3630,31.00,58.46,284.14, 2.81, 1.71,  32302.32,   904076.0399, 23790126.0535, 11620741.0229
310884,15, 87, 37770240.1420,29.00,52.06,126.28, 3.04, 1.83,  92534.26,-32265312.1901, 27127345.7912,  1039403.4295
310884,15, 88, 38251335.2980,28.00,47.05,236.43, 3.27, 1.96, -57973.73,  4358335.1568, 41950856.3457,  -223563.5822
310884,15, 89, 37271468.2110,28.00,65.09,190.11, 2.64, 1.61, -54031.82,-14796848.0466, 39486144.4250,   989451.2160
310884,15, 93, 36819968.1700,25.00,74.44,103.63, 2.49, 1.54, -88310.46,-24370400.4829, 31460952.4739, 13419237.2341
310884,15, 94, 36937077.6640,21.00,77.02,300.01, 2.46, 1.52,  44299.36, -8712254.6263, 36515044.8766, 19505197.1803
310884,15, 96, 36854124.0230,18.00,73.56,343.31, 2.50, 1.54,   5079.78,-11307587.1734, 32299034.3727, 24517397.7563
310884,15, 99, 37686296.6020,31.00,58.55,243.75, 2.81, 1.70, -53423.28,    59666.5938, 41797061.9043,  6464076.8552
310885,14,  1, 21038029.9890,26.00,76.91, 70.25, 2.46, 1.52,  -7895.71,-13520380.8690, 19629122.2653, 11274070.6482
310885,14,  7, 21270567.5420,27.00,64.84,224.06, 2.64, 1.62,  73034.37, -4890698.5732, 25628294.4643,  3655701.0410
310885,14,  8, 24195717.2480,16.00,25.62, 43.75, 5.51, 2.90, -26851.68,-17100951.8474,  2678560.4836, 20240707.6339
310885,14, 11, 21430278.7580,26.00,65.99, 19.31, 2.62, 1.60,-220437.21,-10726344.0821, 17210852.9628, 16660580.9331
310885,14, 17, 24676056.6880,15.00,21.29,269.76, 6.55, 3.17, -38026.72, 14465967.6991, 21745964.0712,  5592531.9450
310885,14, 22, 24058642.0880,28.00,26.53,120.00, 5.33, 2.84, -82649.83,-24232536.8920, 10328749.6495, -3223704.3622
310885,14, 30, 21728354.4950,30.00,58.47,284.13, 2.81, 1.71,  32302.32,   903331.5720, 23791441.7462, 11618089.8449
310885,14, 87, 37770315.8230,28.00,52.06,126.28, 3.03, 1.83,  92534.27,-32265312.3415, 27127345.2125,  1039375.5003
310885,14, 88, 38251404.6280,27.00,47.05,236.43, 3.27, 1.96, -57973.74,  4358338.2300, 41950857.0606,  -223479.5309
310885,14, 89, 37271535.5870,27.00,65.09,190.11, 2.64, 1.61, -54031.80,-14796847.0802, 39486146.1110,   989493.0245
310885,14, 93, 36820020.3120,25.00,74.44,103.64, 2.48, 1.54, -88310.47,-24370118.9925, 31462116.2601, 13416978.4093
310885,14, 94, 36937213.7050,20.00,77.01,300.02, 2.46, 1.52,  44299.37, -8711103.6275, 36514151.9527, 19507381.6287
310885,14, 96, 36854099.7490,17.00,73.56,343.30, 2.50, 1.54,   5079.77,-11307780.3258, 32300229.4417, 24515709.2340
310885,14, 99, 37686349.0580,21.00,58.55,243.75, 2.80, 1.70, -53423.29,    60971.8183, 41796673.8010,  6466569.3239
310886,10,  1, 21038180.8290,25.00,76.91, 70.21, 2.46, 1.52,  -7895.71,-13520218.6945, 19627650.1022, 11276822.9863
310886,10,  7, 21270828.4750,26.00,64.83,224.05, 2.64, 1.62,  73034.37, -4891129.3143, 25628631.5764,  3652544.3803
310886,10,  8, 24196173.4490,15.00,25.61, 43.75, 5.51, 2.90, -26851.68,-17102702.4978,  2676702.5539, 20239483.7342
310886,10, 17, 24675881.1040,14.00,21.29,269.77, 6.54, 3.17, -38026.72, 14465386.2506, 21745603.4322,  5595640.2643
310886,10, 22, 24058421.7620,24.00,26.54,119.99, 5.33, 2.84, -82649.83,-24233075.2193, 10328511.9367, -3220647.3090
310886,10, 30, 21728302.3890,21.00,58.47,284.11, 2.81, 1.71,  32302.32,   902587.2808, 23792757.1642, 11615438.4171
310886,10, 93, 36820075.2100,23.00,74.44,103.66, 2.48, 1.54, -88310.47,-24369837.3314, 31463280.0031, 13414719.5117
310886,10, 94, 36937348.5780,18.00,77.01,300.03, 2.46, 1.52,  44299.38, -8709952.7593, 36513258.8629, 19509565.9743
310886,10, 96, 36854076.0520,16.00,73.56,343.30, 2.49, 1.54,   5079.76,-11307973.3030, 32301424.5380, 24514020.5811
310886,10, 99, 37686399.9250,19.00,58.55,243.76, 2.80, 1.70, -53423.29,    62276.9861, 41796285.5094,  6469061.7586
310887,11,  1, 21038336.3100,24.00,76.90, 70.18, 2.46, 1.52,  -7895.71,-13520056.5126, 19626177.5931, 11279575.0791
310887,11,  7, 21271095.0450,24.00,64.82,224.03, 2.65, 1.62,  73034.37, -4891559.9262, 25628968.3289,  3649387.6392
310887,11,  8, 24196633.2280,15.00,25.61, 43.76, 5.51, 2.90, -26851.68,-17104453.1488,  2674844.8380, 20238259.4077
310887,11, 11, 21430892.6910,20.00,65.97, 19.31, 2.62, 1.60,-220437.21,-10727545.6848, 17206505.5445, 16664151.0520
310887,11, 17, 24675706.4800,12.00,21.29,269.77, 6.55, 3.17, -38026.72, 14464804.5233, 21745242.5389,  5598748.4673
310887,11, 22, 24058200.0220,21.00,26.54,119.98, 5.34, 2.84, -82649.84,-24233613.1932, 10328274.1370, -3217590.1871
310887,11, 30, 21728245.3270,21.00,58.47,284.10, 2.81, 1.71,  32302.32,   901843.1668, 23794072.3072, 11612786.7402
310887,11, 93, 36820125.5190,20.00,74.44,103.67, 2.49, 1.54, -88310.48,-24369555.4985, 31464443.7032, 13412460.5426
310887,11, 94, 36937482.9270,16.00,77.01,300.05, 2.46, 1.52,  44299.38, -8708802.0219, 36512365.6071, 19511750.2173
310887,11, 96, 36854051.1160,14.00,73.57,343.29, 2.50, 1.54,   5079.75,-11308166.1057, 32302619.6617, 24512331.7972
310887,11, 99, 37686445.4000,18.00,58.55,243.77, 2.81, 1.70, -53423.30,    63582.0969, 41795897.0294,  6471554.1598
310888,12,  1, 21038488.5980,34.00,76.90, 70.14, 2.46, 1.53,  -7895.71,-13519894.3234, 19624704.7379, 11282326.9266
310888,12,  7, 21271362.3470,34.00,64.82,224.02, 2.65, 1.62,  73034.36, -4891990.4079, 25629304.7218,  3646230.8193
310888,12,  8, 24197092.9890,17.00,25.60, 43.77, 5.52, 2.90, -26851.68,-17106203.8014,  2672987.3345, 20237034.6540
310888,12, 11, 21431196.7620,30.00,65.96, 19.32, 2.62, 1.60,-220437.21,-10728146.6928, 17204331.5347, 16665935.5605
310888,12, 17, 24675530.5290,14.00,21.30,269.78, 6.55, 3.17, -38026.72, 14464222.5182, 21744881.3911,  5601856.5524
310888,12, 22, 24057975.7170,28.00,26.54,119.97, 5.34, 2.84, -82649.84,-24234150.8139, 10328036.2504, -3214532.9965
310888,12, 30, 21728189.7650,34.00,58.47,284.08, 2.81, 1.71,  32302.31,   901099.2301, 23795387.1751, 11610134.8143
310888,12, 87, 37770530.1300,32.00,52.06,126.28, 3.04, 1.83,  92534.31,-32265312.7964, 27127343.4769,  1039291.6796
310888,12, 93, 36820175.8800,33.00,74.44,103.69, 2.49, 1.54, -88310.48,-24369273.4944, 31465607.3602, 13410201.5012
310888,12, 94, 36937620.0510,20.00,77.00,300.06, 2.46, 1.52,  44299.39, -8707651.4153, 36511472.1855, 19513934.3575
310888,12, 96, 36854029.9830,29.00,73.57,343.29, 2.50, 1.54,   5079.74,-11308358.7344, 32303814.8127, 24510642.8820
310888,12, 99, 37686501.2240,29.00,58.55,243.78, 2.81, 1.70, -53423.30,    64887.1514, 41795508.3611,  6474046.5262
310889,13,  1, 21038642.1950,35.00,76.89, 70.11, 2.46, 1.53,  -7895.71,-13519732.1270, 19623231.5366, 11285078.5287
310889,13,  7, 21271629.0210,34.00,64.81,224.00, 2.65, 1.62,  73034.36, -4892420.7600, 25629640.7551,  3643073.9199
310889,13,  8, 24197549.9750,19.00,25.60, 43.77, 5.52, 2.90, -26851.68,-17107954.4549,  2671130.0442, 20235809.4732
310889,13, 11, 21431503.2220,31.00,65.96, 19.32, 2.63, 1.60,-220437.21,-10728747.8380, 17202157.3255, 16667719.7011
310889,13, 17, 24675353.0780,28.00,21.30,269.79, 6.56, 3.17, -38026.72, 14463640.2343, 21744519.9891,  5604964.5211
310889,13, 22, 24057754.1170,28.00,26.55,119.97, 5.34, 2.84, -82649.85,-24234688.0812, 10327798.2768, -3211475.7374
310889,13, 30, 21728134.6050,37.00,58.48,284.07, 2.81, 1.71,  32302.31,   900355.4712, 23796701.7676, 11607482.6402
310889,13, 87, 37770599.2670,33.00,52.06,126.28, 3.04, 1.83,  92534.33,-32265312.9483, 27127342.8984,  1039263.7284
310889,13, 90, 39370120.2180,30.00,33.24,109.45, 4.36, 2.49,-109152.68,-39638583.3205, 14427843.8341,   508939.5046
310889,13, 93, 36820232.6280,32.00,74.44,103.70, 2.49, 1.54, -88310.49,-24368991.3190, 31466770.9740, 13407942.3877
310889,13, 94, 36937757.6290,23.00,77.00,300.07, 2.46, 1.52,  44299.40, -8706500.9394, 36510578.5981, 19516118.3950
310889,13, 96, 36854008.0830,28.00,73.57,343.28, 2.50, 1.54,   5079.74,-11308551.1879, 32305009.9908, 24508953.8361
310889,13, 99, 37686552.9290,29.00,58.55,243.79, 2.81, 1.70, -53423.31,    66192.1493, 41795119.5046,  6476538.8586
310890,14,  1, 21038792.7380,39.00,76.89, 70.07, 2.47, 1.53,  -7895.72,-13519569.9233, 19621757.9894, 11287829.8854
310890,14,  7, 21271897.3710,37.00,64.81,223.99, 2.66, 1.62,  73034.36, -4892850.9824, 25629976.4286,  3639916.9411
310890,14,  8, 24198006.2630,21.00,25.60, 43.78, 5.54, 2.90, -26851.68,-17109705.1088,  2669272.9677, 20234583.8657
310890,14, 11, 21431807.8160,35.00,65.95, 19.33, 2.63, 1.60,-220437.21,-10729349.1213, 17199982.9156, 16669503.4745
310890,14, 17, 24675171.6660,38.00,21.30,269.80, 6.58, 3.17, -38026.72, 14463057.6724, 21744158.3326,  5608072.3717
310890,14, 22, 24057533.0050,34.00,26.55,119.96, 5.36, 2.84, -82649.85,-24235224.9953, 10327560.2163, -3208418.4097
310890,14, 30, 21728080.6660,39.00,58.48,284.05, 2.82, 1.71,  32302.31,   899611.8889, 23798016.0853, 11604830.2165
310890,14, 87, 37770670.0100,37.00,52.06,126.28, 3.05, 1.83,  92534.34,-32265313.1002, 27127342.3200,  1039235.7716
310890,14, 89, 37271888.4480,31.00,65.09,190.12, 2.65, 1.61, -54031.69,-14796842.2457, 39486154.5419,   989701.9879
310890,14, 90, 39370180.9630,30.00,33.24,109.45, 4.38, 2.49,-109152.68,-39638581.2573, 14427846.0933,   508928.7769
310890,14, 93, 36820278.2260,35.00,74.44,103.72, 2.50, 1.54, -88310.49,-24368708.9729, 31467934.5445, 13405683.2015
310890,14, 94, 36937896.3580,30.00,77.00,300.09, 2.47, 1.52,  44299.40, -8705350.5943, 36509684.8447, 19518302.3298
310890,14, 96, 36853985.8520,29.00,73.58,343.28, 2.51, 1.54,   5079.73,-11308743.4668, 32306205.1963, 24507264.6594
310890,14, 99, 37686605.5930,32.00,58.55,243.80, 2.82, 1.70, -53423.32,    67497.0904, 41794730.4597,  6479031.1568
